timestamp,altitude_ft,speed_knots,temperature_c,fuel_level_percent,engine_rpm,oil_pressure_psi,cabin_pressure_psi,heading_deg,pitch_deg,roll_deg,vertical_speed_fpm
2026-03-30 12:01:56,35376.94,441.96,-52.11,83.61,8280.37,55.87,10.86,184.90,0.07,-0.57,241.19
2026-03-30 12:01:57,35380.13,441.79,-52.03,83.59,8281.34,55.65,10.88,185.76,0.08,-0.44,191.00
2026-03-30 12:01:58,35381.76,443.31,-51.91,83.58,8296.35,55.48,10.87,184.75,0.20,-0.28,97.79
2026-03-30 12:01:59,35384.04,441.96,-52.04,83.58,8291.99,55.68,10.88,183.88,0.30,-0.40,136.82
2026-03-30 12:02:00,35385.39,441.53,-52.03,83.57,8303.67,55.46,10.86,182.51,0.40,-0.52,81.05
2026-03-30 12:02:01,35385.95,441.99,-51.99,83.57,8288.30,55.70,10.87,183.72,0.48,-0.47,33.87
2026-03-30 12:02:02,35387.03,443.67,-51.99,83.55,8275.39,55.65,10.86,185.09,0.47,-0.54,64.75
2026-03-30 12:02:03,35386.54,442.89,-51.87,83.54,8256.10,55.64,10.85,185.18,0.35,-0.57,-29.34
2026-03-30 12:02:04,35385.29,440.94,-51.79,83.53,8271.85,55.77,10.86,185.58,0.45,-0.41,-75.02
2026-03-30 12:02:05,35382.40,440.24,-51.84,83.52,8291.55,55.79,10.88,185.28,0.55,-0.27,-173.47
2026-03-30 12:02:06,35378.84,439.73,-51.84,83.51,8303.64,55.93,10.86,185.28,0.48,-0.14,-213.89
2026-03-30 12:02:07,35376.08,439.87,-51.90,83.50,8318.65,55.99,10.85,185.08,0.59,-0.13,-165.51
2026-03-30 12:02:08,35372.12,439.34,-52.01,83.49,8329.44,55.83,10.85,184.72,0.61,-0.17,-237.79
2026-03-30 12:02:09,35368.43,438.04,-51.99,83.48,8329.55,56.00,10.85,184.74,0.62,-0.16,-221.28
2026-03-30 12:02:10,35366.72,439.74,-52.08,83.48,8316.32,55.93,10.86,185.12,0.51,-0.15,-102.33
2026-03-30 12:02:11,35366.27,439.10,-52.07,83.47,8318.78,56.13,10.88,184.99,0.48,-0.33,-27.10
2026-03-30 12:02:12,35367.55,437.28,-51.95,83.46,8299.92,55.89,10.88,184.84,0.46,-0.44,76.73
2026-03-30 12:02:13,35366.88,436.95,-51.88,83.44,8294.22,56.06,10.87,185.38,0.42,-0.50,-40.31
2026-03-30 12:02:14,35368.13,438.40,-51.79,83.43,8294.35,56.10,10.89,185.95,0.53,-0.49,75.02
2026-03-30 12:02:15,35369.01,438.44,-51.80,83.41,8291.01,55.95,10.90,185.44,0.60,-0.40,53.19
2026-03-30 12:02:16,35369.67,438.51,-51.78,83.40,8302.26,56.10,10.91,186.00,0.70,-0.32,39.09
2026-03-30 12:02:17,35370.13,437.15,-51.72,83.38,8286.76,56.31,10.91,186.50,0.60,-0.13,28.17
2026-03-30 12:02:18,35369.28,437.23,-51.71,83.37,8270.25,56.27,10.93,186.15,0.53,-0.10,-51.26
2026-03-30 12:02:19,35367.72,436.12,-51.86,83.36,8285.94,56.15,10.92,185.04,0.62,-0.04,-93.76
2026-03-30 12:02:20,35366.63,434.38,-51.92,83.34,8269.03,56.06,10.92,185.45,0.60,-0.19,-65.41
2026-03-30 12:02:21,35364.23,434.40,-51.83,83.33,8281.42,55.87,10.94,186.82,0.65,-0.27,-143.81
2026-03-30 12:02:22,35361.43,433.03,-51.74,83.33,8280.39,55.67,10.94,186.64,0.75,-0.19,-167.97
2026-03-30 12:02:23,35357.20,431.57,-51.82,83.32,8270.84,55.54,10.95,186.97,0.84,-0.09,-253.91
2026-03-30 12:02:24,35354.90,431.97,-51.82,83.30,8275.46,55.70,10.95,187.01,0.79,-0.01,-137.87
2026-03-30 12:02:25,35353.21,432.54,-51.77,83.29,8261.19,55.49,10.97,187.56,0.71,0.08,-101.52
2026-03-30 12:02:26,35350.71,433.52,-51.69,83.28,8267.62,55.33,10.96,187.63,0.69,0.20,-149.82
2026-03-30 12:02:27,35349.45,434.05,-51.75,83.28,8258.68,55.18,10.96,187.28,0.59,0.10,-76.04
2026-03-30 12:02:28,35348.67,434.09,-51.84,83.27,8266.65,55.10,10.96,188.04,0.54,-0.02,-46.60
2026-03-30 12:02:29,35346.59,435.48,-51.97,83.26,8264.35,55.27,10.96,186.88,0.59,-0.04,-124.69
2026-03-30 12:02:30,35342.99,435.48,-52.05,83.26,8255.10,55.26,10.95,188.15,0.69,-0.20,-216.24
2026-03-30 12:02:31,35339.88,433.99,-52.05,83.24,8273.30,55.34,10.93,188.58,0.72,-0.24,-186.35
2026-03-30 12:02:32,35335.57,433.12,-51.90,83.23,8261.43,55.13,10.94,189.39,0.64,-0.05,-258.66
2026-03-30 12:02:33,35331.14,432.14,-51.93,83.21,8281.17,55.06,10.95,190.21,0.56,0.01,-266.06
2026-03-30 12:02:34,35328.16,433.88,-52.01,83.20,8277.14,55.07,10.94,189.76,0.55,-0.05,-178.64
2026-03-30 12:02:35,35326.71,433.24,-52.07,83.19,8283.29,55.25,10.96,190.59,0.47,-0.14,-86.91
2026-03-30 12:02:36,35324.34,432.43,-52.20,83.18,8297.93,55.05,10.97,189.69,0.44,0.00,-142.35
2026-03-30 12:02:37,35320.87,432.92,-52.18,83.17,8282.23,55.07,10.97,188.32,0.41,0.13,-207.85
2026-03-30 12:02:38,35317.79,433.15,-52.16,83.16,8290.16,55.18,10.96,187.20,0.36,-0.05,-185.23
2026-03-30 12:02:39,35315.69,434.33,-52.06,83.15,8270.40,55.16,10.96,186.77,0.25,-0.11,-125.65
2026-03-30 12:02:40,35314.43,435.80,-52.06,83.14,8283.70,55.15,10.95,187.94,0.18,-0.12,-75.82
2026-03-30 12:02:41,35314.75,434.33,-51.97,83.13,8302.79,55.06,10.93,189.03,0.11,-0.16,19.26
2026-03-30 12:02:42,35316.29,433.74,-51.88,83.11,8299.71,54.85,10.95,187.66,0.17,-0.30,92.58
2026-03-30 12:02:43,35316.97,433.85,-51.99,83.10,8300.15,55.03,10.94,186.33,0.07,-0.49,40.95
2026-03-30 12:02:44,35318.97,432.23,-51.97,83.10,8281.52,55.26,10.92,186.42,0.14,-0.50,119.91
2026-03-30 12:02:45,35320.65,434.19,-51.97,83.08,8266.98,55.41,10.92,185.70,0.05,-0.65,100.90
2026-03-30 12:02:46,35322.43,433.32,-51.90,83.07,8284.06,55.49,10.93,184.95,0.04,-0.56,106.27
2026-03-30 12:02:47,35323.52,434.09,-51.77,83.06,8264.91,55.38,10.92,183.97,-0.06,-0.67,65.60
2026-03-30 12:02:48,35325.91,435.38,-51.65,83.06,8266.84,55.43,10.91,183.59,-0.15,-0.68,143.43
2026-03-30 12:02:49,35329.68,434.28,-51.66,83.05,8276.41,55.61,10.90,182.44,-0.06,-0.68,226.45
2026-03-30 12:02:50,35335.25,433.48,-51.60,83.03,8257.07,55.79,10.90,183.02,-0.05,-0.52,333.86
2026-03-30 12:02:51,35340.05,433.73,-51.46,83.01,8265.61,55.81,10.91,183.01,-0.15,-0.39,287.88
2026-03-30 12:02:52,35343.92,434.68,-51.54,83.00,8282.61,55.96,10.91,182.44,-0.24,-0.50,232.31
2026-03-30 12:02:53,35346.62,432.91,-51.69,82.98,8272.80,55.99,10.90,182.16,-0.16,-0.57,162.08
2026-03-30 12:02:54,35351.10,431.74,-51.58,82.98,8281.75,55.76,10.88,183.30,-0.09,-0.74,268.95
2026-03-30 12:02:55,35357.00,432.87,-51.53,82.97,8284.55,55.58,10.89,184.61,-0.17,-0.76,354.16
2026-03-30 12:02:56,35362.11,432.25,-51.50,82.96,8280.98,55.62,10.89,183.51,-0.17,-0.90,306.35
2026-03-30 12:02:57,35366.36,431.55,-51.50,82.94,8267.87,55.81,10.91,183.36,-0.18,-0.83,254.82
2026-03-30 12:02:58,35371.19,430.59,-51.47,82.93,8253.28,55.99,10.92,182.19,-0.10,-0.94,289.89
2026-03-30 12:02:59,35377.73,429.52,-51.53,82.93,8249.75,56.22,10.90,181.24,-0.19,-1.07,392.25
2026-03-30 12:03:00,35382.37,428.41,-51.51,82.91,8264.80,56.11,10.88,180.63,-0.20,-1.25,278.55
2026-03-30 12:03:01,35385.12,429.22,-51.59,82.90,8259.41,55.94,10.88,181.40,-0.30,-1.33,164.99
2026-03-30 12:03:02,35389.81,429.33,-51.73,82.89,8250.84,56.05,10.87,182.76,-0.30,-1.35,281.23
2026-03-30 12:03:03,35393.95,427.56,-51.74,82.88,8265.97,55.89,10.87,183.69,-0.40,-1.47,248.77
2026-03-30 12:03:04,35399.38,429.11,-51.66,82.88,8274.48,56.09,10.88,182.65,-0.42,-1.44,325.40
2026-03-30 12:03:05,35405.20,427.78,-51.63,82.87,8266.46,56.17,10.87,183.12,-0.42,-1.35,349.39
2026-03-30 12:03:06,35413.01,426.14,-51.48,82.86,8266.24,56.05,10.85,184.10,-0.42,-1.42,468.78
2026-03-30 12:03:07,35420.89,427.07,-51.33,82.86,8263.67,56.15,10.84,185.32,-0.52,-1.42,472.44
2026-03-30 12:03:08,35429.77,425.72,-51.28,82.84,8280.87,56.16,10.85,185.91,-0.51,-1.32,532.88
2026-03-30 12:03:09,35437.00,424.76,-51.37,82.83,8267.94,56.09,10.83,184.67,-0.60,-1.34,433.92
2026-03-30 12:03:10,35442.34,425.12,-51.48,82.82,8272.18,56.28,10.83,185.22,-0.69,-1.48,320.55
2026-03-30 12:03:11,35447.59,426.10,-51.61,82.81,8285.61,56.50,10.81,185.94,-0.77,-1.42,314.96
2026-03-30 12:03:12,35453.43,425.27,-51.48,82.80,8300.00,56.73,10.83,184.59,-0.67,-1.62,350.55
2026-03-30 12:03:13,35457.92,425.88,-51.38,82.79,8304.38,56.89,10.85,184.09,-0.57,-1.63,269.27
2026-03-30 12:03:14,35463.98,424.20,-51.39,82.77,8304.93,57.09,10.84,182.64,-0.59,-1.55,363.44
2026-03-30 12:03:15,35471.94,422.69,-51.39,82.75,8309.39,56.93,10.83,181.46,-0.57,-1.69,478.01
2026-03-30 12:03:16,35480.80,423.92,-51.45,82.74,8317.23,56.86,10.82,180.14,-0.56,-1.49,531.54
2026-03-30 12:03:17,35491.18,425.84,-51.57,82.73,8310.04,56.75,10.80,179.52,-0.55,-1.36,622.64
2026-03-30 12:03:18,35501.14,426.21,-51.50,82.72,8309.81,56.94,10.80,178.12,-0.45,-1.41,597.78
2026-03-30 12:03:19,35510.95,427.06,-51.38,82.70,8309.45,57.19,10.79,177.65,-0.56,-1.51,588.50
2026-03-30 12:03:20,35519.80,425.07,-51.34,82.69,8317.42,57.07,10.80,176.27,-0.63,-1.60,531.01
2026-03-30 12:03:21,35529.67,424.00,-51.21,82.68,8328.21,57.13,10.81,175.41,-0.59,-1.54,592.25
2026-03-30 12:03:22,35538.44,423.05,-51.25,82.67,8341.46,57.16,10.82,176.87,-0.55,-1.61,525.90
2026-03-30 12:03:23,35546.12,422.86,-51.33,82.66,8342.62,57.41,10.82,175.65,-0.63,-1.74,460.83
2026-03-30 12:03:24,35555.09,421.71,-51.37,82.65,8358.84,57.55,10.83,174.81,-0.69,-1.78,538.24
2026-03-30 12:03:25,35565.39,422.80,-51.46,82.64,8376.81,57.54,10.83,174.69,-0.71,-1.75,617.75
2026-03-30 12:03:26,35576.10,422.04,-51.60,82.64,8391.43,57.75,10.83,174.89,-0.81,-1.62,642.79
2026-03-30 12:03:27,35587.69,422.16,-51.54,82.62,8386.10,57.99,10.82,174.89,-0.74,-1.74,695.44
2026-03-30 12:03:28,35597.68,420.48,-51.50,82.61,8375.56,58.11,10.82,173.49,-0.73,-1.74,599.23
2026-03-30 12:03:29,35609.03,420.00,-51.44,82.59,8366.14,58.00,10.81,172.34,-0.74,-1.88,681.34
2026-03-30 12:03:30,35621.05,421.72,-51.50,82.59,8364.76,58.17,10.81,171.10,-0.77,-1.75,721.16
2026-03-30 12:03:31,35634.11,420.65,-51.58,82.58,8371.46,57.97,10.80,171.31,-0.83,-1.57,783.66
2026-03-30 12:03:32,35645.65,420.00,-51.44,82.57,8376.88,57.73,10.81,170.64,-0.75,-1.42,691.96
2026-03-30 12:03:33,35658.55,420.11,-51.32,82.56,8377.01,57.61,10.80,169.35,-0.82,-1.51,774.37
2026-03-30 12:03:34,35670.93,420.22,-51.22,82.55,8366.76,57.83,10.81,168.18,-0.93,-1.53,742.45
2026-03-30 12:03:35,35681.94,420.00,-51.35,82.54,8373.08,57.73,10.80,169.43,-0.82,-1.62,661.07
2026-03-30 12:03:36,35694.34,420.00,-51.23,82.53,8371.49,57.61,10.81,168.76,-0.70,-1.53,743.79
2026-03-30 12:03:37,35707.19,420.69,-51.19,82.52,8384.88,57.62,10.81,169.23,-0.69,-1.34,771.13
2026-03-30 12:03:38,35721.82,420.55,-51.18,82.50,8377.80,57.75,10.79,167.94,-0.77,-1.43,877.58
2026-03-30 12:03:39,35734.94,420.65,-51.25,82.49,8372.51,57.87,10.79,168.97,-0.76,-1.51,787.04
2026-03-30 12:03:40,35748.12,420.00,-51.24,82.47,8383.91,58.09,10.78,168.85,-0.80,-1.60,791.01
2026-03-30 12:03:41,35760.05,420.00,-51.22,82.45,8376.39,58.16,10.77,169.04,-0.72,-1.60,715.59
2026-03-30 12:03:42,35773.21,420.00,-51.28,82.44,8367.33,57.93,10.75,168.74,-0.68,-1.55,789.74
2026-03-30 12:03:43,35787.79,421.38,-51.27,82.43,8354.41,57.98,10.77,167.77,-0.60,-1.46,874.73
